id,Hora,Uso_CPU,Memoria_total,Memoria_usada,Procesos,Discos,Internet
69,2025-04-12 13:30:54,CPU 1: 6.56% | CPU 2: 2.47% | CPU 3: 9.41% | CPU 4: 1.80% | CPU 5: 8.56% | CPU 6: 3.21% | CPU 7: 6.04% | CPU 8: 3.84%,16221.05 MB,8684.31 MB,[7556] rust-analyzer.exe (Mem: 1017.87 MB) | [14588] Code.exe (Mem: 391.69 MB) | [8272] explorer.exe (Mem: 341.45 MB) | [16764] Spotify.exe (Mem: 268.26 MB) | [15568] Copilot.exe (Mem: 266.63 MB),[D:\][Tipo: HDD] Lectura: 25757.00 MB | Escritura: 91775.69 MB | [C:\][Tipo: SSD] Lectura: 28432.32 MB | Escritura: 33016.51 MB,Wi-Fi: 0.00 Mbps (down) / 0.00 Mbps (up)
70,2025-04-12 13:35:59,CPU 1: 16.03% | CPU 2: 26.67% | CPU 3: 16.43% | CPU 4: 9.26% | CPU 5: 14.82% | CPU 6: 7.47% | CPU 7: 14.71% | CPU 8: 4.24%,16221.05 MB,9494.33 MB,[7556] rust-analyzer.exe (Mem: 1016.04 MB) | [14588] Code.exe (Mem: 396.39 MB) | [8272] explorer.exe (Mem: 340.49 MB) | [15568] Copilot.exe (Mem: 267.03 MB) | [16764] Spotify.exe (Mem: 245.83 MB),[D:\][Tipo: HDD] Lectura: 25789.62 MB | Escritura: 91810.79 MB | [C:\][Tipo: SSD] Lectura: 33398.76 MB | Escritura: 38089.79 MB,Wi-Fi: 0.01 Mbps (down) / 0.00 Mbps (up)
71,2025-04-12 13:41:06,CPU 1: 11.09% | CPU 2: 22.27% | CPU 3: 12.30% | CPU 4: 6.70% | CPU 5: 13.45% | CPU 6: 6.69% | CPU 7: 9.00% | CPU 8: 4.61%,16221.05 MB,8747.97 MB,[7556] rust-analyzer.exe (Mem: 1016.04 MB) | [14588] Code.exe (Mem: 396.42 MB) | [8272] explorer.exe (Mem: 340.62 MB) | [15568] Copilot.exe (Mem: 267.04 MB) | [16764] Spotify.exe (Mem: 251.48 MB),[D:\][Tipo: HDD] Lectura: 25789.83 MB | Escritura: 91812.68 MB | [C:\][Tipo: SSD] Lectura: 40652.10 MB | Escritura: 45642.89 MB,Wi-Fi: 0.01 Mbps (down) / 0.01 Mbps (up)
72,2025-04-12 19:36:36,CPU 1: 22.76% | CPU 2: 13.86% | CPU 3: 35.43% | CPU 4: 18.82% | CPU 5: 28.99% | CPU 6: 13.91% | CPU 7: 29.63% | CPU 8: 19.26%,16221.05 MB,12141.39 MB,[8748] WhatsApp.exe (Mem: 3753.30 MB) | [7556] rust-analyzer.exe (Mem: 1003.37 MB) | [8272] explorer.exe (Mem: 367.60 MB) | [14588] Code.exe (Mem: 337.09 MB) | [15568] Copilot.exe (Mem: 240.53 MB),[D:\][Tipo: HDD] Lectura: 25832.99 MB | Escritura: 92192.05 MB | [C:\][Tipo: SSD] Lectura: 43737.92 MB | Escritura: 48427.76 MB,Wi-Fi: 0.00 Mbps (down) / 0.00 Mbps (up)
73,2025-04-12 19:41:43,CPU 1: 8.51% | CPU 2: 5.65% | CPU 3: 11.93% | CPU 4: 5.66% | CPU 5: 10.07% | CPU 6: 8.24% | CPU 7: 10.34% | CPU 8: 4.64%,16221.05 MB,8858.07 MB,[7556] rust-analyzer.exe (Mem: 630.28 MB) | [8272] explorer.exe (Mem: 364.34 MB) | [14588] Code.exe (Mem: 331.52 MB) | [10784] brave.exe (Mem: 284.20 MB) | [15568] Copilot.exe (Mem: 240.55 MB),[D:\][Tipo: HDD] Lectura: 25858.97 MB | Escritura: 92208.75 MB | [C:\][Tipo: SSD] Lectura: 44577.74 MB | Escritura: 48634.80 MB,Wi-Fi: 0.00 Mbps (down) / 0.00 Mbps (up)
74,2025-04-12 19:46:50,CPU 1: 25.34% | CPU 2: 16.46% | CPU 3: 31.27% | CPU 4: 17.53% | CPU 5: 26.50% | CPU 6: 11.17% | CPU 7: 22.61% | CPU 8: 13.33%,16221.05 MB,8893.79 MB,[8272] explorer.exe (Mem: 360.87 MB) | [14588] Code.exe (Mem: 311.37 MB) | [10784] brave.exe (Mem: 293.72 MB) | [16764] Spotify.exe (Mem: 246.47 MB) | [15568] Copilot.exe (Mem: 239.79 MB),[D:\][Tipo: HDD] Lectura: 25906.47 MB | Escritura: 92213.86 MB | [C:\][Tipo: SSD] Lectura: 44680.89 MB | Escritura: 48692.04 MB,Wi-Fi: 0.00 Mbps (down) / 0.00 Mbps (up)
75,2025-04-12 19:51:55,CPU 1: 51.10% | CPU 2: 39.38% | CPU 3: 54.76% | CPU 4: 42.13% | CPU 5: 53.19% | CPU 6: 36.35% | CPU 7: 47.41% | CPU 8: 42.57%,16221.05 MB,9777.34 MB,[8272] explorer.exe (Mem: 387.22 MB) | [14588] Code.exe (Mem: 357.82 MB) | [1632] brave.exe (Mem: 340.94 MB) | [15808] Code.exe (Mem: 322.05 MB) | [10784] brave.exe (Mem: 309.59 MB),[D:\][Tipo: HDD] Lectura: 25918.32 MB | Escritura: 92223.62 MB | [C:\][Tipo: SSD] Lectura: 44877.56 MB | Escritura: 48772.27 MB,Wi-Fi: 0.04 Mbps (down) / 0.31 Mbps (up)
76,2025-04-12 19:57:01,CPU 1: 51.20% | CPU 2: 37.17% | CPU 3: 47.32% | CPU 4: 47.31% | CPU 5: 49.43% | CPU 6: 39.39% | CPU 7: 46.19% | CPU 8: 43.86%,16221.05 MB,10214.21 MB,[1632] brave.exe (Mem: 490.46 MB) | [15808] Code.exe (Mem: 402.98 MB) | [8272] explorer.exe (Mem: 382.34 MB) | [14588] Code.exe (Mem: 366.93 MB) | [10784] brave.exe (Mem: 318.42 MB),[D:\][Tipo: HDD] Lectura: 25919.27 MB | Escritura: 92227.84 MB | [C:\][Tipo: SSD] Lectura: 45099.20 MB | Escritura: 48966.81 MB,Wi-Fi: 1.69 Mbps (down) / 0.56 Mbps (up)
77,2025-04-12 20:02:08,CPU 1: 52.89% | CPU 2: 42.87% | CPU 3: 51.63% | CPU 4: 47.39% | CPU 5: 52.88% | CPU 6: 40.50% | CPU 7: 49.61% | CPU 8: 47.32%,16221.05 MB,10001.89 MB,[1632] brave.exe (Mem: 499.50 MB) | [15808] Code.exe (Mem: 403.11 MB) | [8272] explorer.exe (Mem: 381.28 MB) | [14588] Code.exe (Mem: 366.57 MB) | [10784] brave.exe (Mem: 317.51 MB),[D:\][Tipo: HDD] Lectura: 25919.36 MB | Escritura: 92229.50 MB | [C:\][Tipo: SSD] Lectura: 45105.38 MB | Escritura: 48980.06 MB,Wi-Fi: 1.68 Mbps (down) / 0.50 Mbps (up)
78,2025-04-12 20:07:15,CPU 1: 32.65% | CPU 2: 17.74% | CPU 3: 27.65% | CPU 4: 24.41% | CPU 5: 36.76% | CPU 6: 19.74% | CPU 7: 27.12% | CPU 8: 29.38%,16221.05 MB,9648.88 MB,[1632] brave.exe (Mem: 468.34 MB) | [8272] explorer.exe (Mem: 396.20 MB) | [15808] Code.exe (Mem: 396.14 MB) | [14588] Code.exe (Mem: 380.70 MB) | [10784] brave.exe (Mem: 316.59 MB),[D:\][Tipo: HDD] Lectura: 25919.43 MB | Escritura: 92230.13 MB | [C:\][Tipo: SSD] Lectura: 45109.09 MB | Escritura: 48996.00 MB,Wi-Fi: 1.02 Mbps (down) / 0.04 Mbps (up)
79,2025-04-12 20:12:22,CPU 1: 15.95% | CPU 2: 6.59% | CPU 3: 19.36% | CPU 4: 5.80% | CPU 5: 18.74% | CPU 6: 8.09% | CPU 7: 14.30% | CPU 8: 11.04%,16221.05 MB,9469.89 MB,[1632] brave.exe (Mem: 434.56 MB) | [15808] Code.exe (Mem: 396.14 MB) | [8272] explorer.exe (Mem: 395.13 MB) | [14588] Code.exe (Mem: 380.69 MB) | [10784] brave.exe (Mem: 281.45 MB),[D:\][Tipo: HDD] Lectura: 25919.87 MB | Escritura: 92234.39 MB | [C:\][Tipo: SSD] Lectura: 45116.62 MB | Escritura: 49038.82 MB,Wi-Fi: 0.08 Mbps (down) / 0.02 Mbps (up)
80,2025-04-12 20:17:29,CPU 1: 51.66% | CPU 2: 42.83% | CPU 3: 51.52% | CPU 4: 44.98% | CPU 5: 49.58% | CPU 6: 43.66% | CPU 7: 50.23% | CPU 8: 41.98%,16221.05 MB,9719.52 MB,[1632] brave.exe (Mem: 488.56 MB) | [15808] Code.exe (Mem: 466.10 MB) | [8272] explorer.exe (Mem: 404.58 MB) | [14588] Code.exe (Mem: 387.80 MB) | [10784] brave.exe (Mem: 279.02 MB),[D:\][Tipo: HDD] Lectura: 25919.89 MB | Escritura: 92244.38 MB | [C:\][Tipo: SSD] Lectura: 45124.27 MB | Escritura: 49058.69 MB,Wi-Fi: 0.40 Mbps (down) / 0.53 Mbps (up)
81,2025-04-12 20:22:35,CPU 1: 56.61% | CPU 2: 50.22% | CPU 3: 62.55% | CPU 4: 50.31% | CPU 5: 56.24% | CPU 6: 46.24% | CPU 7: 54.52% | CPU 8: 50.07%,16221.05 MB,9971.14 MB,[1632] brave.exe (Mem: 524.83 MB) | [8272] explorer.exe (Mem: 419.69 MB) | [14588] Code.exe (Mem: 400.21 MB) | [15808] Code.exe (Mem: 385.42 MB) | [10784] brave.exe (Mem: 277.95 MB),[D:\][Tipo: HDD] Lectura: 25920.15 MB | Escritura: 92245.37 MB | [C:\][Tipo: SSD] Lectura: 45383.49 MB | Escritura: 49143.54 MB,Wi-Fi: 0.48 Mbps (down) / 0.61 Mbps (up)
82,2025-04-12 20:27:41,CPU 1: 53.22% | CPU 2: 46.93% | CPU 3: 58.62% | CPU 4: 45.34% | CPU 5: 52.00% | CPU 6: 43.39% | CPU 7: 50.57% | CPU 8: 46.50%,16221.05 MB,10172.26 MB,[15568] Copilot.exe (Mem: 491.07 MB) | [1632] brave.exe (Mem: 488.96 MB) | [8272] explorer.exe (Mem: 421.09 MB) | [14588] Code.exe (Mem: 397.34 MB) | [15808] Code.exe (Mem: 385.69 MB),[D:\][Tipo: HDD] Lectura: 25921.02 MB | Escritura: 92249.21 MB | [C:\][Tipo: SSD] Lectura: 45427.57 MB | Escritura: 49177.38 MB,Wi-Fi: 0.38 Mbps (down) / 0.56 Mbps (up)
83,2025-04-12 20:32:46,CPU 1: 57.75% | CPU 2: 52.32% | CPU 3: 61.83% | CPU 4: 51.05% | CPU 5: 56.73% | CPU 6: 49.43% | CPU 7: 55.59% | CPU 8: 51.06%,16221.05 MB,10181.88 MB,[15568] Copilot.exe (Mem: 526.20 MB) | [1632] brave.exe (Mem: 497.02 MB) | [8272] explorer.exe (Mem: 420.54 MB) | [14588] Code.exe (Mem: 387.88 MB) | [15808] Code.exe (Mem: 377.54 MB),[D:\][Tipo: HDD] Lectura: 25921.05 MB | Escritura: 92250.31 MB | [C:\][Tipo: SSD] Lectura: 45433.07 MB | Escritura: 49202.82 MB,Wi-Fi: 0.52 Mbps (down) / 0.52 Mbps (up)
84,2025-04-12 20:37:53,CPU 1: 52.08% | CPU 2: 44.72% | CPU 3: 48.02% | CPU 4: 45.50% | CPU 5: 50.27% | CPU 6: 37.58% | CPU 7: 48.96% | CPU 8: 37.75%,16221.05 MB,10004.46 MB,[15568] Copilot.exe (Mem: 524.45 MB) | [1632] brave.exe (Mem: 483.86 MB) | [8272] explorer.exe (Mem: 411.33 MB) | [14588] Code.exe (Mem: 389.46 MB) | [15808] Code.exe (Mem: 370.95 MB),[D:\][Tipo: HDD] Lectura: 25921.05 MB | Escritura: 92250.98 MB | [C:\][Tipo: SSD] Lectura: 45435.02 MB | Escritura: 49237.50 MB,Wi-Fi: 1.69 Mbps (down) / 0.52 Mbps (up)
85,2025-04-12 20:43:01,CPU 1: 38.26% | CPU 2: 30.86% | CPU 3: 45.14% | CPU 4: 25.83% | CPU 5: 42.78% | CPU 6: 27.82% | CPU 7: 40.06% | CPU 8: 26.72%,16221.05 MB,10229.85 MB,[15568] Copilot.exe (Mem: 557.20 MB) | [1632] brave.exe (Mem: 460.09 MB) | [8272] explorer.exe (Mem: 414.61 MB) | [14588] Code.exe (Mem: 388.53 MB) | [15808] Code.exe (Mem: 371.36 MB),[D:\][Tipo: HDD] Lectura: 25921.37 MB | Escritura: 92253.09 MB | [C:\][Tipo: SSD] Lectura: 45468.55 MB | Escritura: 49304.46 MB,Wi-Fi: 1.72 Mbps (down) / 0.49 Mbps (up)
86,2025-04-12 20:48:06,CPU 1: 57.40% | CPU 2: 51.18% | CPU 3: 54.69% | CPU 4: 49.56% | CPU 5: 52.64% | CPU 6: 48.40% | CPU 7: 53.45% | CPU 8: 48.93%,16221.05 MB,10248.02 MB,[15568] Copilot.exe (Mem: 539.16 MB) | [1632] brave.exe (Mem: 468.13 MB) | [8272] explorer.exe (Mem: 391.09 MB) | [14588] Code.exe (Mem: 390.14 MB) | [15808] Code.exe (Mem: 377.32 MB),[D:\][Tipo: HDD] Lectura: 25921.37 MB | Escritura: 92255.03 MB | [C:\][Tipo: SSD] Lectura: 45485.15 MB | Escritura: 49352.20 MB,Wi-Fi: 0.58 Mbps (down) / 0.50 Mbps (up)
87,2025-04-12 20:53:13,CPU 1: 57.91% | CPU 2: 51.55% | CPU 3: 57.10% | CPU 4: 50.68% | CPU 5: 53.78% | CPU 6: 48.91% | CPU 7: 54.03% | CPU 8: 51.43%,16221.05 MB,10326.47 MB,[1632] brave.exe (Mem: 573.85 MB) | [15568] Copilot.exe (Mem: 539.20 MB) | [15808] Code.exe (Mem: 394.40 MB) | [14588] Code.exe (Mem: 393.82 MB) | [8272] explorer.exe (Mem: 389.83 MB),[D:\][Tipo: HDD] Lectura: 25921.39 MB | Escritura: 92256.61 MB | [C:\][Tipo: SSD] Lectura: 45551.15 MB | Escritura: 49393.58 MB,Wi-Fi: 0.59 Mbps (down) / 0.56 Mbps (up)
88,2025-04-12 20:58:20,CPU 1: 55.37% | CPU 2: 49.38% | CPU 3: 56.73% | CPU 4: 47.08% | CPU 5: 53.50% | CPU 6: 42.66% | CPU 7: 52.20% | CPU 8: 45.25%,16221.05 MB,10358.46 MB,[1632] brave.exe (Mem: 557.60 MB) | [15568] Copilot.exe (Mem: 538.67 MB) | [14588] Code.exe (Mem: 392.55 MB) | [15808] Code.exe (Mem: 388.59 MB) | [8272] explorer.exe (Mem: 379.50 MB),[D:\][Tipo: HDD] Lectura: 25921.40 MB | Escritura: 92257.17 MB | [C:\][Tipo: SSD] Lectura: 45553.04 MB | Escritura: 49423.02 MB,Wi-Fi: 0.54 Mbps (down) / 0.54 Mbps (up)
